,ParticipationDate,Progress,Duration_S,Duration_M,Finished,ResponseID,US_LatLong,HealthyAdult,Consent,CisMen_Caring,CisMen_WarmInRelations,CisMen_Empathetic,CisMen_Affectionate,CisMen_Friendly,CisMen_Just,CisMen_Fair,CisMen_Considerate,CisMen_Trustworthy,CisMen_Reliable,CisMen_SelfConfident,CisMen_GoodUnderPressure,CisMen_Persistent,CisMen_HasLeadershipQualities,CisMen_FeelSuperior,CisMen_Efficient,CisMen_Capable,CisMen_Competent,CisMen_Intelligent,CisMen_Clever,CisMen_DisplayOrder,CisWomen_Caring,CisWomen_WarmInRelations,CisWomen_Empathetic,CisWomen_Affectionate,CisWomen_Friendly,CisWomen_Just,CisWomen_Fair,CisWomen_Considerate,CisWomen_Trustworthy,CisWomen_Reliable,CisWomen_SelfConfident,CisWomen_GoodUnderPressure,CisWomen_Persistent,CisWomen_HasLeadershipQualities,CisWomen_FeelSuperior,CisWomen_Efficient,CisWomen_Capable,CisWomen_Competent,CisWomen_Intelligent,CisWomen_Clever,CisWomen_DisplayOrder,TransMen_Caring,TransMen_WarmInRelations,TransMen_Empathetic,TransMen_Affectionate,TransMen_Friendly,TransMen_Just,TransMen_Fair,TransMen_Considerate,TransMen_Trustworthy,TransMen_Reliable,TransMen_SelfConfident,TransMen_GoodUnderPressure,TransMen_Persistent,TransMen_HasLeadershipQualities,TransMen_FeelSuperior,TransMen_Efficient,TransMen_Capable,TransMen_Competent,TransMen_Intelligent,TransMen_Clever,TransMen_DisplayOrder,TransWomen_Caring,TransWomen_WarmInRelations,TransWomen_Empathetic,TransWomen_Affectionate,TransWomen_Friendly,TransWomen_Just,TransWomen_Fair,TransWomen_Considerate,TransWomen_Trustworthy,TransWomen_Reliable,TransWomen_SelfConfident,TransWomen_GoodUnderPressure,TransWomen_Persistent,TransWomen_HasLeadershipQualities,TransWomen_FeelSuperior,TransWomen_Efficient,TransWomen_Capable,TransWomen_Competent,TransWomen_Intelligent,TransWomen_Clever,TransWomen_DisplayOrder,NonBinary_Caring,NonBinary_WarmInRelations,NonBinary_Empathetic,NonBinary_Affectionate,NonBinary_Friendly,NonBinary_Just,NonBinary_Fair,NonBinary_Considerate,NonBinary_Trustworthy,NonBinary_Reliable,NonBinary_SelfConfident,NonBinary_GoodUnderPressure,NonBinary_Persistent,NonBinary_HasLeadershipQualities,NonBinary_FeelSuperior,NonBinary_Efficient,NonBinary_Capable,NonBinary_Competent,NonBinary_Intelligent,NonBinary_Clever,NonBinary_DisplayOrder,PersonallyEncountered_CisMen,PersonallyEncountered_CisWomen,PersonallyEncountered_TransMen,PersonallyEncountered_TransWomen,PersonallyEncountered_NonBinary,PersonallyEncountered_Order,MediaStories_CisMen,MediaStories_CisWomen,MediaStories_TransMen,MediaStories_TransWomen,MediaStories_NonBinary,MediaStories_Order,AttentionCheck,Essentialism_Discreteness,Essentialism_Naturalness,Essentialism_Immutability,Essentialism_Stability,Essentialism_Necessity,Essentialism_Uniformity,Essentialism_Informativeness,Essentialism_Inherence,Essentialism_Exclusivity,NfC_1,NfC_2,NfC_3,NfC_4,NfC_5,NfC_6,NfC_7,NfC_8,NfC_Order_FirstHalf,NfC_9,NfC_10,NfC_11,NfC_12,NfC_13,NfC_14,NfC_15,NfC_Order_SecondHalf,HighestEducation,Conservatism,Liberalism,Political_Order,SubjSES_US,SubjSES_Community,Confusion.in.Comment,SocialCategoryOrder,Essentialism_Order,QualityControl,Age_General,RacialIdentity_WhitePoC,GenderIdentity_General,Sexuality_Summary,AnnualPreTaxIncome_Categorical
11,11/6/2017,100,422,7.033333333,1,1ewy4raWvrFJHWo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Friendly|Caring|SelfConfident|Efficient|Intelligent|Persistent|Reliable|Fair|Trustworthy|Considerate|WarmInRelations|Just|Capable|Competent|FeelSuperior|Affectionate|HasLeadershipQualities|GoodUnderPressure|Clever|Empathetic,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FeelSuperior|Persistent|Just|Affectionate|Capable|Caring|Fair|HasLeadershipQualities|Competent|WarmInRelations|Reliable|Clever|Friendly|Considerate|Intelligent|Efficient|SelfConfident|Trustworthy|GoodUnderPressure|Empathetic,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Trustworthy|SelfConfident|Empathetic|Friendly|Persistent|Capable|Affectionate|Intelligent|HasLeadershipQualities|FeelSuperior|Reliable|Clever|WarmInRelations|Fair|Just|Competent|Caring|GoodUnderPressure|Efficient|Considerate,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Empathetic|Fair|Caring|FeelSuperior|Affectionate|Trustworthy|Intelligent|Competent|WarmInRelations|SelfConfident|Persistent|Reliable|Considerate|Capable|HasLeadershipQualities|Clever|GoodUnderPressure|Just|Efficient|Friendly,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Competent|Clever|Considerate|Capable|Intelligent|Affectionate|FeelSuperior|Fair|Just|Friendly|GoodUnderPressure|Reliable|Empathetic|Persistent|HasLeadershipQualities|Trustworthy|Efficient|SelfConfident|WarmInRelations|Caring,3,3,0,0,0,NonBinary|TransWomen|CisWomen|CisMen|TransMen,3,3,2,2,0,NonBinary|CisMen|TransWomen|CisWomen|TransMen,1,0,8,8,8,0,4,5,0,2,3,5,5,5,5,4,4,5,8|5|6|4|3|1|2|7,4,5,5,4,5,3,5,13|15|14|12|11|9|10,4,1,7,Conservatism|Liberalism,4,4,0,CisMen|Non-Binary|CisWomen|TransMen|TransWomen,Stability|Naturalness|Necessity|Discreteness|Immutability|Exclusivity|Inherence|Informativeness|Uniformity,Keep,3,1,1,1,1
12,11/8/2017,100,514,8.566666667,1,1f125IuMkyJXjcW,1,1,1,1,0,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,Competent|Efficient|WarmInRelations|Friendly|Capable|Clever|Trustworthy|Empathetic|Intelligent|SelfConfident|Reliable|HasLeadershipQualities|Persistent|Just|GoodUnderPressure|Affectionate|Fair|Considerate|FeelSuperior|Caring,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,0,2,2,2,2,2,Reliable|HasLeadershipQualities|Competent|Caring|Trustworthy|Considerate|GoodUnderPressure|Efficient|SelfConfident|Intelligent|Just|Friendly|Fair|Affectionate|Persistent|Clever|Capable|WarmInRelations|FeelSuperior|Empathetic,2,2,2,2,2,2,2,2,2,1,2,1,2,2,0,2,1,2,2,1,GoodUnderPressure|Clever|FeelSuperior|Reliable|Capable|WarmInRelations|Persistent|Caring|Efficient|Considerate|Affectionate|Intelligent|Trustworthy|SelfConfident|HasLeadershipQualities|Just|Competent|Friendly|Fair|Empathetic,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,Efficient|Intelligent|Considerate|Affectionate|Competent|Persistent|Trustworthy|FeelSuperior|Friendly|Caring|Capable|Reliable|WarmInRelations|HasLeadershipQualities|GoodUnderPressure|Empathetic|Fair|Clever|Just|SelfConfident,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,Caring|Reliable|FeelSuperior|Just|HasLeadershipQualities|Considerate|Capable|WarmInRelations|Efficient|Friendly|Fair|Trustworthy|Intelligent|Affectionate|Competent|SelfConfident|Clever|Persistent|GoodUnderPressure|Empathetic,3,3,2,2,1,CisWomen|TransWomen|NonBinary|TransMen|CisMen,3,3,3,3,1,CisWomen|TransWomen|TransMen|CisMen|NonBinary,1,4,7,4,6,2,7,8,6,4,3,4,2,3,5,2,5,3,4|8|3|5|7|1|6|2,1,4,4,2,3,3,4,10|12|11|15|9|14|13,5,4,4,Conservatism|Liberalism,4,5,0,CisMen|TransMen|Non-Binary|TransWomen|CisWomen,Informativeness|Stability|Exclusivity|Inherence|Naturalness|Necessity|Immutability|Discreteness|Uniformity,Keep,2,1,2,1,1
13,11/6/2017,100,1467,24.45,1,1f3NwEZZzyJtm0M,0,1,1,0,0,-1,-1,0,0,1,-1,-1,0,0,0,0,0,1,0,0,0,1,0,FeelSuperior|Fair|Intelligent|Friendly|HasLeadershipQualities|Efficient|Affectionate|Reliable|Persistent|Clever|Caring|Just|WarmInRelations|Competent|Capable|SelfConfident|GoodUnderPressure|Empathetic|Considerate|Trustworthy,1,1,1,1,1,0,0,1,-1,1,1,-1,0,0,0,0,1,0,1,1,Intelligent|Reliable|SelfConfident|Considerate|Capable|Clever|Trustworthy|Friendly|Empathetic|Efficient|GoodUnderPressure|HasLeadershipQualities|Caring|FeelSuperior|Persistent|Just|Competent|Affectionate|WarmInRelations|Fair,-1,0,0,-1,0,0,0,0,-1,-1,1,0,1,-1,0,0,0,0,0,0,SelfConfident|Considerate|Affectionate|Capable|GoodUnderPressure|Reliable|Intelligent|FeelSuperior|Fair|Friendly|Just|Competent|Empathetic|WarmInRelations|Persistent|Clever|Caring|HasLeadershipQualities|Efficient|Trustworthy,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,Fair|Intelligent|Considerate|Caring|FeelSuperior|Empathetic|Capable|SelfConfident|Affectionate|GoodUnderPressure|Competent|Persistent|Friendly|WarmInRelations|Clever|Trustworthy|Reliable|Efficient|Just|HasLeadershipQualities,-1,0,0,0,0,-1,-1,-1,-1,-1,1,-1,1,0,0,-1,0,0,-1,0,Fair|Reliable|Clever|Efficient|GoodUnderPressure|Competent|Friendly|Empathetic|Persistent|Capable|Just|Trustworthy|Caring|Affectionate|HasLeadershipQualities|Intelligent|WarmInRelations|SelfConfident|Considerate|FeelSuperior,3,3,0,0,0,TransMen|TransWomen|NonBinary|CisWomen|CisMen,3,3,2,1,2,CisMen|NonBinary|TransMen|TransWomen|CisWomen,1,1,8,5,1,2,4,3,7,1,4,4,5,3,4,2,3,4,8|3|7|5|6|2|4|1,5,5,5,2,5,4,4,13|9|11|15|14|10|12,7,2,5,Liberalism|Conservatism,1,3,0,Non-Binary|TransWomen|CisMen|CisWomen|TransMen,Informativeness|Stability|Inherence|Necessity|Naturalness|Uniformity|Exclusivity|Immutability|Discreteness,5 - Not In US - Zip Code,1,2,1,1,1
14,11/6/2017,100,372,6.2,1,1fjcMV99EUo7WmX,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,HasLeadershipQualities|Considerate|Fair|Caring|Clever|SelfConfident|Capable|Efficient|GoodUnderPressure|Just|Friendly|Competent|Empathetic|Reliable|FeelSuperior|WarmInRelations|Persistent|Intelligent|Affectionate|Trustworthy,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,Fair|Caring|Trustworthy|Efficient|Empathetic|Clever|Just|WarmInRelations|Intelligent|Friendly|GoodUnderPressure|FeelSuperior|Considerate|HasLeadershipQualities|Capable|Competent|Reliable|SelfConfident|Persistent|Affectionate,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,FeelSuperior|Efficient|Just|Reliable|Fair|HasLeadershipQualities|Caring|Intelligent|Competent|Clever|Friendly|Trustworthy|Capable|Empathetic|Considerate|WarmInRelations|GoodUnderPressure|Persistent|SelfConfident|Affectionate,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,Reliable|SelfConfident|Considerate|Just|Clever|Intelligent|FeelSuperior|Capable|Fair|GoodUnderPressure|Trustworthy|Competent|Efficient|Persistent|Empathetic|HasLeadershipQualities|Affectionate|Friendly|Caring|WarmInRelations,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,Just|Empathetic|FeelSuperior|Fair|Caring|Clever|Trustworthy|Intelligent|SelfConfident|Friendly|HasLeadershipQualities|Considerate|WarmInRelations|Affectionate|Efficient|Capable|Competent|GoodUnderPressure|Reliable|Persistent,3,3,2,3,2,CisMen|TransMen|TransWomen|NonBinary|CisWomen,3,3,2,2,2,NonBinary|CisWomen|CisMen|TransMen|TransWomen,1,6,2,5,5,7,2,4,4,4,3,5,5,4,3,4,3,4,5|4|8|1|2|6|3|7,1,4,5,4,5,2,4,9|13|15|11|10|12|14,5,1,7,Liberalism|Conservatism,7,9,0,TransWomen|CisWomen|TransMen|CisMen|Non-Binary,Uniformity|Discreteness|Exclusivity|Immutability|Stability|Naturalness|Inherence|Necessity|Informativeness,Keep,2,1,2,1,6
15,11/6/2017,100,701,11.68333333,1,1fkgZjvApniMQ3N,1,1,1,0,0,0,0,0,1,1,0,0,0,NA,2,2,2,2,1,2,2,2,0,HasLeadershipQualities|Considerate|FeelSuperior|Trustworthy|Caring|Empathetic|Persistent|Reliable|Fair|Friendly|WarmInRelations|Clever|Capable|Competent|Intelligent|GoodUnderPressure|Efficient|SelfConfident|Affectionate|Just,2,1,1,1,1,0,0,1,1,1,1,0,1,1,-1,0,1,1,1,1,Affectionate|WarmInRelations|Empathetic|Clever|Considerate|Trustworthy|SelfConfident|GoodUnderPressure|Efficient|HasLeadershipQualities|Competent|Intelligent|Capable|FeelSuperior|Fair|Caring|Friendly|Reliable|Just|Persistent,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,Affectionate|Reliable|FeelSuperior|SelfConfident|WarmInRelations|Just|Considerate|Empathetic|Clever|Efficient|Friendly|GoodUnderPressure|Fair|HasLeadershipQualities|Trustworthy|Capable|Intelligent|Caring|Competent|Persistent,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,Friendly|Just|Intelligent|SelfConfident|GoodUnderPressure|Considerate|Empathetic|Affectionate|Clever|FeelSuperior|Reliable|Persistent|WarmInRelations|Trustworthy|Efficient|HasLeadershipQualities|Caring|Fair|Competent|Capable,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,2,Fair|Competent|Clever|Capable|FeelSuperior|Intelligent|GoodUnderPressure|SelfConfident|Affectionate|Friendly|Efficient|Considerate|HasLeadershipQualities|Reliable|Just|Empathetic|Trustworthy|Caring|WarmInRelations|Persistent,3,3,1,2,1,NonBinary|CisMen|TransWomen|CisWomen|TransMen,3,3,1,2,1,CisMen|NonBinary|TransMen|CisWomen|TransWomen,1,7,4,5,3,3,0,6,3,6,2,2,4,5,3,5,3,4,4|5|3|6|8|2|7|1,2,4,4,5,5,3,6,10|13|12|11|9|14|15,3,4,4,Liberalism|Conservatism,3,5,0,TransWomen|CisWomen|TransMen|CisMen|Non-Binary,Exclusivity|Uniformity|Naturalness|Stability|Discreteness|Necessity|Informativeness|Immutability|Inherence,Keep,1,NA,1,1,2
16,11/8/2017,100,1082,18.03333333,1,1FR5TohDBCMqMcR,1,1,1,0,-1,0,-1,-1,0,0,1,0,0,2,1,2,2,0,2,2,1,1,0,Fair|Clever|Friendly|Persistent|Capable|Trustworthy|HasLeadershipQualities|Affectionate|Intelligent|Efficient|WarmInRelations|GoodUnderPressure|FeelSuperior|Considerate|Competent|SelfConfident|Just|Caring|Empathetic|Reliable,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,SelfConfident|GoodUnderPressure|Capable|Competent|Just|Reliable|HasLeadershipQualities|Efficient|Fair|Persistent|Intelligent|WarmInRelations|Considerate|Caring|FeelSuperior|Empathetic|Friendly|Clever|Trustworthy|Affectionate,1,0,1,-1,1,0,0,0,-1,-1,0,-1,1,-1,0,0,0,0,-1,0,Empathetic|Intelligent|WarmInRelations|Capable|Persistent|Just|Friendly|Considerate|FeelSuperior|Reliable|Efficient|SelfConfident|Fair|Competent|Clever|HasLeadershipQualities|GoodUnderPressure|Trustworthy|Caring|Affectionate,-2,-1,0,-2,-1,0,0,-2,NA,-1,0,-1,2,-2,0,0,0,0,0,0,SelfConfident|HasLeadershipQualities|GoodUnderPressure|WarmInRelations|Caring|Just|Considerate|Persistent|FeelSuperior|Capable|Clever|Competent|Fair|Empathetic|Trustworthy|Affectionate|Intelligent|Reliable|Friendly|Efficient,0,0,0,0,0,0,0,1,-1,0,0,0,1,-1,0,0,0,0,0,1,Considerate|FeelSuperior|Intelligent|HasLeadershipQualities|Friendly|Competent|Affectionate|Clever|Caring|SelfConfident|Efficient|Capable|GoodUnderPressure|Reliable|Trustworthy|WarmInRelations|Persistent|Empathetic|Just|Fair,3,3,0,1,0,TransWomen|NonBinary|CisMen|CisWomen|TransMen,3,3,3,3,1,TransMen|TransWomen|NonBinary|CisWomen|CisMen,1,0,8,8,8,0,0,8,8,0,4,6,3,6,5,6,5,6,4|8|7|6|1|2|3|5,2,6,6,6,6,5,6,12|13|9|11|14|15|10,5,5,5,Conservatism|Liberalism,6,7,0,TransWomen|CisMen|CisWomen|Non-Binary|TransMen,Inherence|Stability|Exclusivity|Uniformity|Naturalness|Necessity|Discreteness|Immutability|Informativeness,Keep,2,1,2,1,6
17,11/6/2017,100,182,3.033333333,1,1gcCH2lOhnb3INk,1,1,1,0,1,1,-1,1,0,0,1,-1,1,1,0,0,0,0,1,0,1,0,1,Just|Considerate|Empathetic|Affectionate|Capable|FeelSuperior|GoodUnderPressure|Trustworthy|Caring|WarmInRelations|Reliable|SelfConfident|Clever|HasLeadershipQualities|Fair|Efficient|Competent|Friendly|Persistent|Intelligent,0,0,1,1,0,0,1,1,0,0,1,1,1,-1,1,0,1,1,0,1,Persistent|Affectionate|Reliable|Friendly|GoodUnderPressure|Capable|Just|WarmInRelations|Empathetic|Clever|SelfConfident|Efficient|Trustworthy|Fair|Considerate|HasLeadershipQualities|Intelligent|Caring|FeelSuperior|Competent,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,SelfConfident|Capable|Intelligent|Caring|Just|FeelSuperior|Friendly|WarmInRelations|Competent|GoodUnderPressure|Clever|Empathetic|HasLeadershipQualities|Persistent|Efficient|Reliable|Fair|Trustworthy|Affectionate|Considerate,0,0,1,0,0,1,-1,1,1,1,1,1,1,1,0,-1,0,0,1,-1,WarmInRelations|Just|Intelligent|Fair|Competent|Efficient|Clever|Affectionate|Persistent|HasLeadershipQualities|GoodUnderPressure|Friendly|Trustworthy|Caring|Considerate|Empathetic|Capable|SelfConfident|FeelSuperior|Reliable,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,Efficient|Capable|Trustworthy|Affectionate|Caring|FeelSuperior|Competent|HasLeadershipQualities|SelfConfident|Empathetic|WarmInRelations|Clever|Considerate|Persistent|Reliable|Intelligent|GoodUnderPressure|Friendly|Fair|Just,3,3,0,0,0,TransMen|NonBinary|TransWomen|CisWomen|CisMen,1,1,1,1,0,TransMen|TransWomen|CisWomen|NonBinary|CisMen,1,5,3,5,4,5,4,3,5,6,2,4,4,4,3,4,2,3,6|5|1|7|8|2|3|4,2,3,3,3,3,4,4,14|10|13|11|9|12|15,4,4,5,Liberalism|Conservatism,5,5,0,TransMen|Non-Binary|CisWomen|CisMen|TransWomen,Discreteness|Uniformity|Exclusivity|Stability|Informativeness|Inherence|Necessity|Immutability|Naturalness,Keep,1,2,2,1,2
18,11/6/2017,100,518,8.633333333,1,1gzPaYyFEk4clD4,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,Affectionate|Considerate|Trustworthy|Reliable|Efficient|SelfConfident|WarmInRelations|Clever|Just|GoodUnderPressure|Empathetic|Competent|Capable|Persistent|HasLeadershipQualities|Fair|FeelSuperior|Caring|Friendly|Intelligent,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,Capable|Clever|Empathetic|Affectionate|SelfConfident|Intelligent|GoodUnderPressure|Persistent|HasLeadershipQualities|Trustworthy|Just|Reliable|WarmInRelations|FeelSuperior|Competent|Fair|Efficient|Considerate|Friendly|Caring,1,1,0,1,1,1,1,1,0,1,0,0,1,0,-1,1,1,1,1,1,Trustworthy|SelfConfident|FeelSuperior|Persistent|WarmInRelations|Reliable|Efficient|Just|HasLeadershipQualities|Competent|Affectionate|Friendly|Clever|Considerate|GoodUnderPressure|Empathetic|Capable|Caring|Intelligent|Fair,0,0,0,0,1,0,0,0,1,0,0,1,1,1,-1,1,1,1,1,1,SelfConfident|WarmInRelations|Fair|Friendly|Trustworthy|HasLeadershipQualities|Reliable|GoodUnderPressure|Just|Competent|Considerate|Capable|Efficient|Intelligent|Affectionate|Caring|Clever|Persistent|Empathetic|FeelSuperior,0,0,0,1,0,0,1,0,1,1,-1,0,2,0,0,0,1,1,1,1,Friendly|Competent|Reliable|GoodUnderPressure|Capable|HasLeadershipQualities|FeelSuperior|Fair|Trustworthy|Efficient|Clever|Considerate|SelfConfident|Intelligent|WarmInRelations|Caring|Empathetic|Just|Persistent|Affectionate,3,3,1,1,1,CisMen|NonBinary|TransMen|CisWomen|TransWomen,3,3,2,2,0,TransMen|TransWomen|CisWomen|CisMen|NonBinary,1,3,7,7,8,1,0,0,5,0,2,2,2,4,3,3,2,2,8|7|3|1|6|5|4|2,2,2,2,3,2,2,3,14|9|12|13|11|10|15,5,2,7,Conservatism|Liberalism,6,6,0,Non-Binary|CisMen|TransMen|CisWomen|TransWomen,Inherence|Discreteness|Necessity|Immutability|Exclusivity|Stability|Naturalness|Uniformity|Informativeness,Keep,2,1,2,1,2
19,11/8/2017,100,1775,29.58333333,1,1HeG5r0pm46dJiy,1,1,1,0,0,0,0,1,0,0,0,1,1,2,1,2,2,2,1,1,1,2,2,Friendly|Capable|Competent|HasLeadershipQualities|Fair|WarmInRelations|GoodUnderPressure|Reliable|Persistent|Efficient|Just|Affectionate|Caring|Clever|SelfConfident|FeelSuperior|Considerate|Trustworthy|Intelligent|Empathetic,1,1,2,1,1,1,1,1,2,0,-1,-1,-1,-1,-1,-1,0,0,0,0,Caring|GoodUnderPressure|Capable|Clever|Considerate|FeelSuperior|Competent|Fair|WarmInRelations|Reliable|Intelligent|Affectionate|Persistent|Just|Empathetic|SelfConfident|Trustworthy|HasLeadershipQualities|Friendly|Efficient,-1,-1,-1,-1,-1,0,0,-1,0,0,1,1,1,1,1,0,0,0,0,1,Caring|Friendly|Persistent|FeelSuperior|Intelligent|Considerate|Efficient|HasLeadershipQualities|Empathetic|Competent|Just|Capable|GoodUnderPressure|Affectionate|WarmInRelations|SelfConfident|Fair|Trustworthy|Clever|Reliable,2,1,2,2,2,2,1,1,1,0,0,-1,-1,-1,-1,-1,1,0,0,0,Friendly|Just|Capable|SelfConfident|Fair|Efficient|Persistent|GoodUnderPressure|Reliable|Empathetic|Intelligent|Clever|FeelSuperior|Affectionate|Competent|WarmInRelations|HasLeadershipQualities|Considerate|Trustworthy|Caring,-2,-2,-2,-2,-2,0,-1,-2,0,1,-2,-1,0,-1,0,-1,-1,-1,-1,1,WarmInRelations|Friendly|Fair|FeelSuperior|Trustworthy|Clever|Reliable|Caring|Just|GoodUnderPressure|Competent|HasLeadershipQualities|Considerate|Intelligent|Persistent|Empathetic|Efficient|Capable|SelfConfident|Affectionate,3,3,0,0,0,NonBinary|TransMen|CisWomen|TransWomen|CisMen,3,3,2,2,0,TransWomen|TransMen|CisMen|NonBinary|CisWomen,1,7,8,5,7,2,2,4,2,6,2,5,2,5,2,5,4,6,4|6|2|8|1|3|5|7,2,5,4,4,6,3,6,9|12|10|14|13|15|11,3,2,6,Liberalism|Conservatism,2,2,0,CisMen|TransWomen|TransMen|CisWomen|Non-Binary,Exclusivity|Stability|Uniformity|Immutability|Necessity|Informativeness|Inherence|Naturalness|Discreteness,Keep,2,2,1,1,1
20,11/6/2017,100,139,2.316666667,1,1hKXvjtpH2cw81F,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SelfConfident|Capable|Trustworthy|Reliable|Intelligent|Just|Empathetic|FeelSuperior|Friendly|Competent|Efficient|Caring|Clever|Fair|WarmInRelations|Persistent|Affectionate|HasLeadershipQualities|Considerate|GoodUnderPressure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GoodUnderPressure|SelfConfident|Efficient|Friendly|Caring|Persistent|Just|Clever|Capable|HasLeadershipQualities|Intelligent|Reliable|WarmInRelations|Trustworthy|FeelSuperior|Empathetic|Competent|Fair|Considerate|Affectionate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fair|Trustworthy|GoodUnderPressure|Caring|Efficient|SelfConfident|Intelligent|Just|Friendly|Empathetic|Reliable|Clever|FeelSuperior|Affectionate|WarmInRelations|Competent|Persistent|Capable|Considerate|HasLeadershipQualities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GoodUnderPressure|Clever|WarmInRelations|Empathetic|Considerate|Competent|Efficient|Just|Friendly|Caring|Affectionate|Reliable|SelfConfident|Fair|Trustworthy|Capable|Persistent|Intelligent|FeelSuperior|HasLeadershipQualities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WarmInRelations|Clever|Intelligent|GoodUnderPressure|Affectionate|Fair|HasLeadershipQualities|SelfConfident|Capable|Caring|Persistent|Empathetic|Friendly|Just|Reliable|FeelSuperior|Competent|Considerate|Efficient|Trustworthy,2,2,1,1,1,TransWomen|TransMen|CisWomen|CisMen|NonBinary,1,1,1,1,1,CisWomen|TransWomen|TransMen|NonBinary|CisMen,1,4,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,1|5|4|8|6|3|7|2,3,3,3,3,4,4,4,10|9|11|13|12|14|15,6,4,4,Liberalism|Conservatism,7,7,0,CisWomen|TransMen|TransWomen|CisMen|Non-Binary,Naturalness|Necessity|Inherence|Discreteness|Uniformity|Exclusivity|Informativeness|Stability|Immutability,Keep,1,2,1,1,7
